startpoint,endpoint,type
_35844_,_35844_,d
_36032_,_36032_,b
_36059_,_36059_,b
_35723_,_35723_,d
_34673_,_34673_,d
_35716_,_35716_,d
_35720_,_35720_,d
_35995_,_35995_,b
_35993_,_35993_,b
_35992_,_35992_,b
_35994_,_35994_,b
_34699_,_34699_,b
_34697_,_34697_,b
_34691_,_34691_,b
_34693_,_34693_,b
_34689_,_34689_,b
_34694_,_34694_,b
_34696_,_34696_,b
_34698_,_34698_,b
_34690_,_34690_,b
_34692_,_34692_,b
_35857_,_35857_,b
_34678_,_34678_,b
_34679_,_34679_,b
_34672_,_34672_,b
_34682_,_34682_,b
_34688_,_34688_,b
_34674_,_34674_,b
_34687_,_34687_,b
_34683_,_34683_,b
_34603_,_34603_,b
_35850_,_35850_,d
_35854_,_35854_,d
_35718_,_35718_,d
_34607_,_34607_,b
_35859_,_35859_,d
_35794_,_35794_,b
_35694_,_35694_,b
_35768_,_35768_,d
_34535_,_34535_,c
_35893_,_35893_,b
_35892_,_35892_,b
_35766_,_35766_,d
_34533_,_34533_,c
_34675_,_34675_,b
_34677_,_34677_,b
_34676_,_34676_,b
_35762_,_35762_,b
_35991_,_35991_,b
_34605_,_34605_,b
_36090_,_36090_,b
_36091_,_36091_,b
_36086_,_36086_,b
_36089_,_36089_,b
_36100_,_36100_,b
_36094_,_36094_,b
_35890_,_35890_,b
_36099_,_36099_,b
_36092_,_36092_,b
_36097_,_36097_,b
_36095_,_36095_,b
_35891_,_35891_,b
_35997_,_35997_,b
_34600_,_34600_,c
_34606_,_34606_,b
_36003_,_36003_,b
_36004_,_36004_,b
_36000_,_36000_,b
_36006_,_36006_,b
_36010_,_36010_,b
_35998_,_35998_,b
_36002_,_36002_,b
_36005_,_36005_,b
_36001_,_36001_,b
_36021_,_36021_,b
_36023_,_36023_,b
_36025_,_36025_,d
_35999_,_35999_,b
_36007_,_36007_,b
_36008_,_36008_,b
_36009_,_36009_,b
_36011_,_36011_,b
_36013_,_36013_,b
_36015_,_36015_,b
_36017_,_36017_,b
_34671_,_34671_,b
_34608_,_34608_,b
_34695_,_34695_,d
_34701_,_34701_,b
_36012_,_36012_,b
_36014_,_36014_,b
_36016_,_36016_,b
_36018_,_36018_,b
_36019_,_36019_,b
_36020_,_36020_,b
_36022_,_36022_,b
_36024_,_36024_,b
_36027_,_36027_,b
_34702_,_34702_,b
_34681_,_34681_,b
_34685_,_34685_,b
_34680_,_34680_,b
_36117_,_36117_,d
_34684_,_34684_,b
_34686_,_34686_,b
_36114_,_36114_,b
_36109_,_36109_,d
_35996_,_35996_,b
_36081_,_36081_,d
_36081_,_34639_,c
_35953_,_35953_,b
_35935_,_35935_,b
_35947_,_35947_,b
_35949_,_35949_,b
_35936_,_35936_,b
_35937_,_35937_,b
_35941_,_35941_,b
_35945_,_35945_,b
_35951_,_35951_,b
_35938_,_35938_,b
_35950_,_35950_,b
_35952_,_35952_,b
_35940_,_35940_,b
_35954_,_35954_,b
_35939_,_35939_,b
_35942_,_35942_,b
_35943_,_35943_,b
_35944_,_35944_,b
_35946_,_35946_,b
_35948_,_35948_,b
_36066_,_36066_,b
_36068_,_36068_,b
_36064_,_36064_,b
_36070_,_36182_,c
_36070_,_36070_,b
_36063_,_36063_,b
_36069_,_36069_,b
_36071_,_36071_,b
_36062_,_36062_,b
_36065_,_36065_,b
_36067_,_36067_,b
_36026_,_36026_,b
_36107_,_36107_,d
_36096_,_36096_,d
_36085_,_36085_,d
_36087_,_36087_,d
_36088_,_36088_,d
_36093_,_36093_,d
_36098_,_36098_,d
_36103_,_36103_,d
_36104_,_36104_,d
_36105_,_36105_,d
_36106_,_36106_,d
_35761_,_35760_,d
_34700_,_34700_,b
_36082_,_36082_,d
_36028_,_36028_,b
_36028_,_34445_,c
_36029_,_36029_,b
_34602_,_34602_,b
_36115_,_36115_,b
_36083_,_36083_,b
_36113_,_36113_,d
_36101_,_36101_,b
_36102_,_36102_,b
_36108_,_36108_,b
_36110_,_36110_,b
_36111_,_36111_,b
_36084_,_36084_,b
_35956_,_35956_,b
_35760_,_35761_,c
_35958_,_35958_,b
_35955_,_35955_,b
_35957_,_35957_,b
_35764_,_35764_,d
_34531_,_34531_,c
_36151_,_36151_,b
_36150_,_36150_,b
_36079_,_36079_,b
_36075_,_36075_,b
_36078_,_36078_,b
_36074_,_36074_,b
_36072_,_36072_,b
_36076_,_36076_,b
_36073_,_36073_,b
_36077_,_36077_,b
_36112_,_36112_,d
_34604_,_34604_,b
_36116_,_36116_,d
_36187_,_36223_,b
_36187_,_36222_,b
_36188_,_36188_,c
_36188_,_36187_,c
_34599_,_34599_,c
_35824_,_35824_,c
_36186_,_36186_,d
_35825_,_35825_,c
_34637_,_34448_,c
_34637_,_34637_,c
_34637_,_34447_,c
_34598_,_34598_,c
_36185_,_36266_,c
_36185_,_36267_,c
_36185_,_36268_,c
_36185_,_36269_,c
_36185_,_36270_,c
_36185_,_36271_,c
_36185_,_36272_,c
_36185_,_36273_,c
_36185_,_36274_,c
_36185_,_36275_,c
_36185_,_36259_,b
_36185_,_36260_,b
_36185_,_36261_,b
_36185_,_36262_,b
_36185_,_36263_,b
_36185_,_36264_,b
_36185_,_36265_,b
_36185_,_36276_,b
_36185_,_36277_,b
_36185_,_36278_,b
_36185_,_36279_,b
_36185_,_36280_,b
_36185_,_36281_,b
_36185_,_36282_,b
_36185_,_36283_,b
_36185_,_36284_,b
_36185_,_36285_,b
_36185_,_36286_,b
_36185_,_36287_,b
_36185_,_36288_,b
_36185_,_36289_,c
_36185_,_36290_,c
_36185_,_36291_,c
_36185_,_36185_,b
_36184_,_36184_,c
_36183_,_36181_,c
_36183_,_36183_,c
_34528_,_34528_,c
_34528_,_34525_,c
_34634_,_36157_,b
_34634_,_36159_,b
_34634_,_36160_,b
_34634_,_34634_,c
_34634_,_34636_,c
_34597_,_34597_,c
_36152_,_36152_,c
_35826_,_35826_,c
_34594_,_34594_,d
_34596_,_34596_,b
_36155_,_36155_,c
_34593_,_34593_,b
_36154_,_36154_,c
_36156_,_34527_,c
_35827_,_35827_,c
_36153_,_36153_,c
_34595_,_34595_,b
_35894_,_35894_,c
_35894_,_35758_,c
_35895_,_35895_,c
_35895_,_35759_,c
_35896_,_35896_,c
_35897_,_35897_,c
_35898_,_35898_,c
_35899_,_35899_,c
_35901_,_35901_,c
_35902_,_35902_,c
_36118_,_36118_,c
_36118_,_36080_,c
_36119_,_36119_,c
_36123_,_36123_,c
_36124_,_36124_,c
_36125_,_36125_,c
_36126_,_36126_,c
_36127_,_36127_,c
_36128_,_36128_,c
_36129_,_36129_,c
_36130_,_36130_,c
_36131_,_36131_,c
_36132_,_36132_,c
_36133_,_36133_,c
_36134_,_36134_,c
_36135_,_36135_,c
_36136_,_36136_,c
_36137_,_36137_,c
_36138_,_36138_,c
_36139_,_36139_,c
_36140_,_36140_,c
_36141_,_36141_,c
_36142_,_36142_,c
_35860_,_35860_,b
_35861_,_34455_,c
_35861_,_35861_,b
_36120_,_36120_,c
_36121_,_36121_,c
_36122_,_36122_,c
_36149_,_36149_,c
_36147_,_36147_,c
_36148_,_36148_,c
_36143_,_36143_,c
_36145_,_36145_,c
_36144_,_36144_,c
_36146_,_36146_,c
_35900_,_35900_,c
_34449_,_34449_,b
_36325_,_34456_,c
_36325_,_34457_,c
_34456_,_34456_,c
_36266_,_36266_,c
_36267_,_36267_,c
_36268_,_36268_,c
_36269_,_36269_,c
_36270_,_36270_,c
_36271_,_36271_,c
_36272_,_36272_,c
_36273_,_36273_,c
_36274_,_36274_,c
_36275_,_36275_,c
_34457_,_34457_,c
_34455_,_34455_,c
_36259_,_36259_,c
_36260_,_36260_,c
_36261_,_36261_,c
_36262_,_36262_,c
_36263_,_36263_,c
_36264_,_36264_,c
_36265_,_36265_,c
_36276_,_36276_,c
_36277_,_36277_,c
_36278_,_36278_,c
_36279_,_36279_,c
_36280_,_36280_,c
_36281_,_36281_,c
_36282_,_36282_,c
_36283_,_36283_,c
_36284_,_36284_,c
_36285_,_36285_,c
_36286_,_36286_,c
_36287_,_36287_,c
_36288_,_36288_,c
_36158_,_36158_,c
_36161_,_36161_,c
_36162_,_36162_,c
_36163_,_36163_,c
_36164_,_36164_,c
_36165_,_36165_,c
_36166_,_36166_,c
_36167_,_36167_,c
_36168_,_36168_,c
_36169_,_36169_,c
_36289_,_36289_,c
_36290_,_36290_,c
_36291_,_36291_,c
_36157_,_36157_,c
_36159_,_36159_,c
_36160_,_36160_,c
_36180_,_36180_,c
_36174_,_36174_,c
_36178_,_36178_,c
_36179_,_36179_,c
_36177_,_36177_,c
_36170_,_36170_,c
_36171_,_36171_,c
_36172_,_36172_,c
_36173_,_36173_,c
_36175_,_36175_,c
_36176_,_36176_,c
_34636_,_34636_,b
_34636_,_34635_,b
_36292_,_36292_,c
_36292_,_36182_,c
