startpoint,endpoint,type
_114297_,_114743_,b
_114297_,_115351_,b
_114297_,_115892_,b
_114297_,_114742_,b
_114297_,_115395_,b
_114297_,_115891_,b
_114297_,_115394_,b
_114297_,_114899_,b
_114297_,_115392_,b
_114297_,_115391_,b
_114297_,_114898_,b
_114297_,_115390_,b
_114297_,_114698_,b
_114297_,_114697_,b
_114297_,_114897_,b
_114297_,_114696_,b
_114297_,_115389_,b
_114297_,_114695_,b
_114297_,_115388_,b
_114297_,_114896_,b
_114297_,_114776_,b
_114297_,_115346_,b
_114297_,_113506_,b
_114297_,_114694_,b
_114297_,_116275_,b
_114297_,_115345_,b
_114297_,_116510_,b
_114297_,_115304_,b
_114297_,_114421_,b
_114297_,_113505_,b
_114297_,_114612_,b
_114297_,_114895_,d
_114297_,_116509_,b
_114297_,_116468_,b
_114297_,_117164_,d
_114297_,_116274_,d
_114297_,_115344_,d
_114297_,_114774_,d
_114297_,_113504_,d
_114297_,_116508_,d
_114297_,_115385_,d
_114297_,_114419_,d
_114297_,_114815_,d
_114297_,_117403_,c
_114297_,_114297_,c
_115357_,_115357_,c
_116645_,_116645_,c
_116330_,_116330_,c
_115317_,_115317_,c
_116807_,_116807_,c
_115358_,_115358_,c
_114666_,_114666_,c
_115598_,_115598_,c
_115677_,_115677_,c
_114624_,_114624_,c
_115316_,_115316_,c
_117054_,_117054_,c
_115031_,_115031_,c
_114625_,_114625_,c
_114906_,_114906_,c
_117055_,_117055_,c
_115560_,_115560_,c
_115032_,_115032_,c
_116810_,_116810_,c
_114907_,_114907_,c
_115840_,_115840_,c
_114867_,_114867_,c
_114507_,_114507_,c
_114509_,_114509_,c
_115559_,_115559_,c
_114703_,_114703_,c
_114908_,_114908_,c
_117056_,_117056_,c
_114508_,_114508_,c
_114868_,_114868_,c
_115318_,_115318_,c
_117257_,_117257_,c
_114665_,_114665_,c
_115270_,_115270_,c
_115359_,_115359_,c
_114989_,_114989_,c
_114704_,_114704_,c
_114909_,_114909_,c
_116685_,_116685_,c
_117258_,_117258_,c
_116686_,_116686_,c
_115722_,_115722_,c
_115838_,_115838_,c
_114667_,_114667_,c
_116683_,_116683_,c
_116288_,_116288_,c
_115721_,_115721_,c
_114626_,_114626_,c
_114296_,_114318_,b
_114296_,_114319_,b
_114296_,_114320_,b
_114296_,_117219_,b
_114296_,_117218_,b
_114296_,_117220_,b
_114296_,_114506_,b
_114296_,_117217_,b
_114296_,_114505_,b
_114296_,_117216_,b
_114296_,_115896_,b
_114296_,_115895_,b
_114296_,_114431_,b
_114296_,_115897_,b
_114296_,_114430_,b
_114296_,_115893_,b
_114296_,_115894_,b
_114296_,_117215_,b
_114296_,_115309_,b
_114296_,_114354_,b
_114296_,_114353_,b
_114296_,_115308_,b
_114296_,_115553_,b
_114296_,_116718_,b
_114296_,_114311_,b
_114296_,_115474_,b
_114296_,_115473_,b
_114296_,_117211_,b
_114296_,_117213_,b
_114296_,_117212_,b
_114296_,_114310_,b
_114296_,_115551_,b
_114296_,_115552_,b
_114296_,_117210_,b
_114296_,_116798_,b
_114296_,_115306_,b
_114296_,_116797_,b
_114296_,_115550_,b
_114296_,_114498_,b
_114296_,_114819_,b
_114296_,_115102_,b
_114296_,_114497_,b
_114296_,_117209_,b
_114296_,_114818_,b
_114296_,_115714_,b
_114296_,_117208_,b
_114296_,_115549_,b
_114296_,_115101_,b
_114296_,_116316_,b
_114296_,_114348_,b
_114296_,_116714_,b
_114296_,_114496_,b
_114296_,_116796_,b
_114296_,_114817_,b
_114296_,_117207_,b
_114296_,_114347_,b
_114296_,_114495_,b
_114296_,_114306_,b
_114296_,_115713_,b
_114296_,_114816_,b
_114296_,_115303_,b
_114296_,_115018_,b
_114296_,_115100_,b
_114296_,_117041_,b
_114296_,_116467_,b
_114296_,_114346_,b
_114296_,_114494_,b
_114296_,_115547_,d
_114296_,_114976_,d
_114296_,_114418_,d
_114296_,_114304_,d
_114296_,_114452_,d
_114296_,_117402_,c
_114296_,_114296_,c
_114318_,_114318_,c
_115033_,_115033_,c
_116684_,_116684_,c
_116687_,_116687_,c
_116398_,_116398_,c
_114319_,_114319_,c
_115839_,_115839_,c
_116287_,_116287_,c
_115114_,_115114_,c
_116286_,_116286_,c
_115070_,_115070_,c
_115841_,_115841_,c
_113514_,_113514_,c
_114988_,_114988_,c
_114705_,_114705_,c
_116804_,_116804_,c
_115071_,_115071_,c
_116643_,_116643_,c
_114623_,_114623_,c
_114706_,_114706_,c
_116805_,_116805_,c
_116766_,_116766_,c
_115517_,_115517_,c
_114910_,_114910_,c
_114320_,_114320_,c
_116972_,_116972_,c
_116285_,_116285_,c
_116289_,_116289_,c
_115558_,_115558_,c
_115355_,_115355_,c
_116891_,_116891_,c
_115837_,_115837_,c
_116973_,_116973_,c
_114622_,_114622_,c
_115113_,_115113_,c
_115111_,_115111_,c
_115112_,_115112_,c
_116598_,_116598_,c
_114788_,_114788_,c
_115356_,_115356_,c
_115557_,_115557_,c
_114947_,_114947_,c
_116928_,_116928_,c
_116974_,_116974_,c
_116971_,_116971_,c
_113513_,_113513_,c
_116892_,_116892_,c
_116848_,_116848_,c
_115115_,_115115_,c
_115516_,_115516_,c
_116889_,_116889_,c
_117093_,_117093_,c
_114787_,_114787_,c
_116597_,_116597_,c
_114948_,_114948_,c
_117136_,_117136_,c
_116642_,_116642_,c
_117015_,_117015_,c
_117094_,_117094_,c
_115269_,_115269_,c
_116970_,_116970_,c
_117137_,_117137_,c
_115836_,_115836_,c
_115480_,_115480_,c
_116765_,_116765_,c
_114987_,_114987_,c
_117013_,_117013_,c
_115234_,_115234_,c
_115236_,_115236_,c
_116847_,_116847_,c
_116284_,_116284_,c
_115237_,_115237_,c
_117014_,_117014_,c
_114789_,_114789_,c
_114707_,_114707_,c
_117138_,_117138_,c
_115437_,_115437_,c
_116890_,_116890_,c
_114869_,_114869_,c
_115596_,_115596_,c
_114621_,_114621_,c
_114870_,_114870_,c
_114786_,_114786_,c
_116326_,_116326_,c
_114986_,_114986_,c
_115597_,_115597_,c
_116803_,_116803_,c
_116283_,_116283_,c
_117052_,_117052_,c
_116888_,_116888_,c
_114620_,_114620_,c
_116327_,_116327_,c
_115479_,_115479_,c
_117256_,_117256_,c
_114829_,_114829_,c
_115155_,_115155_,c
_117255_,_117255_,c
_115233_,_115233_,c
_117053_,_117053_,c
_114433_,_114433_,c
_115235_,_115235_,c
_115835_,_115835_,c
_116682_,_116682_,c
_116764_,_116764_,c
_114317_,_114317_,c
_115436_,_115436_,c
_116522_,_116522_,c
_115189_,_115189_,c
_117219_,_117219_,c
_116846_,_116846_,c
_116887_,_116887_,c
_114785_,_114785_,c
_114316_,_114316_,c
_114432_,_114432_,c
_115481_,_115481_,c
_116802_,_116802_,c
_117012_,_117012_,c
_114663_,_114663_,c
_114866_,_114866_,c
_115435_,_115435_,c
_116969_,_116969_,c
_114828_,_114828_,c
_116397_,_116397_,c
_115029_,_115029_,c
_114664_,_114664_,c
_117172_,_117172_,c
_116968_,_116968_,c
_115156_,_115156_,c
_114584_,_114584_,c
_116681_,_116681_,c
_115188_,_115188_,c
_114702_,_114702_,c
_114871_,_114871_,c
_115232_,_115232_,c
_115154_,_115154_,c
_114830_,_114830_,c
_116763_,_116763_,c
_115030_,_115030_,c
_117171_,_117171_,c
_115069_,_115069_,c
_115110_,_115110_,c
_116845_,_116845_,c
_115636_,_115636_,c
_114434_,_114434_,c
_114582_,_114582_,c
_116481_,_116481_,c
_115068_,_115068_,c
_116523_,_116523_,c
_116521_,_116521_,c
_115761_,_115761_,c
_117218_,_117218_,c
_114904_,_114904_,c
_114746_,_114746_,c
_114905_,_114905_,c
_114865_,_114865_,c
_117011_,_117011_,c
_115635_,_115635_,c
_115434_,_115434_,c
_116641_,_116641_,c
_116480_,_116480_,c
_114701_,_114701_,c
_114747_,_114747_,c
_117220_,_117220_,c
_114506_,_114506_,c
_115314_,_115314_,c
_116886_,_116886_,c
_115231_,_115231_,c
_115315_,_115315_,c
_117217_,_117217_,c
_115109_,_115109_,c
_114748_,_114748_,c
_117134_,_117134_,c
_116721_,_116721_,c
_116562_,_116562_,c
_116927_,_116927_,c
_114583_,_114583_,c
_114581_,_114581_,c
_116563_,_116563_,c
_117135_,_117135_,c
_115760_,_115760_,c
_115398_,_115398_,c
_116482_,_116482_,c
_114946_,_114946_,c
_116640_,_116640_,c
_114585_,_114585_,c
_115399_,_115399_,c
_114505_,_114505_,c
_117092_,_117092_,c
_115153_,_115153_,c
_116720_,_116720_,c
_117216_,_117216_,c
_115152_,_115152_,c
_115896_,_115896_,c
_115400_,_115400_,c
_117010_,_117010_,c
_114580_,_114580_,c
_116564_,_116564_,c
_114945_,_114945_,c
_116264_,_114466_,b
_116264_,_114467_,b
_116264_,_114464_,b
_116264_,_114465_,b
_116264_,_114468_,b
_116264_,_114309_,b
_116264_,_114308_,b
_116264_,_114307_,b
_116264_,_114455_,b
_116264_,_114454_,b
_116264_,_114305_,b
_116264_,_114453_,b
_116264_,_116264_,c
_114466_,_114466_,c
_116519_,_116519_,c
_116478_,_116478_,c
_115067_,_115067_,c
_116520_,_116520_,c
_114467_,_114467_,c
_117009_,_117009_,c
_117091_,_117091_,c
_114358_,_114358_,c
_116479_,_116479_,c
_114464_,_114464_,c
_115895_,_115895_,c
_115066_,_115066_,c
_114579_,_114579_,c
_114903_,_114903_,c
_114465_,_114465_,c
_114902_,_114902_,c
_115354_,_115354_,c
_114431_,_114431_,c
_114826_,_114826_,c
_114315_,_114315_,c
_116639_,_116639_,c
_115897_,_115897_,c
_116596_,_116596_,c
_116325_,_116325_,c
_114357_,_114357_,c
_114827_,_114827_,c
_116844_,_116844_,c
_115268_,_115268_,c
_115150_,_115150_,c
_115595_,_115595_,c
_115719_,_115719_,c
_115676_,_115676_,c
_115151_,_115151_,c
_114468_,_114468_,c
_114662_,_114662_,c
_114744_,_114744_,c
_114784_,_114784_,c
_115313_,_115313_,c
_115720_,_115720_,c
_114430_,_114430_,c
_114745_,_114745_,c
_116638_,_116638_,c
_115893_,_115893_,c
_116324_,_116324_,c
_113512_,_113512_,c
_115894_,_115894_,c
_116801_,_116801_,c
_116843_,_116843_,c
_114314_,_114314_,c
_116518_,_116518_,c
_115312_,_115312_,c
_115353_,_115353_,c
_114661_,_114661_,c
_114783_,_114783_,c
_116396_,_116396_,c
_116517_,_116517_,c
_117051_,_117051_,c
_115634_,_115634_,c
_115717_,_115717_,c
_115187_,_115187_,c
_117254_,_117254_,c
_116680_,_116680_,c
_115759_,_115759_,c
_114504_,_114504_,c
_115515_,_115515_,c
_117050_,_117050_,c
_115028_,_115028_,c
_115556_,_115556_,c
_116679_,_116679_,c
_116762_,_116762_,c
_115718_,_115718_,c
_117253_,_117253_,c
_117170_,_117170_,c
_115396_,_115396_,c
_114463_,_114463_,c
_114985_,_114985_,c
_114462_,_114462_,c
_116926_,_116926_,c
_116395_,_116395_,c
_115397_,_115397_,c
_115834_,_115834_,c
_114503_,_114503_,c
_114619_,_114619_,c
_116761_,_116761_,c
_115027_,_115027_,c
_116282_,_116282_,c
_116925_,_116925_,c
_116800_,_116800_,c
_115108_,_115108_,c
_116885_,_116885_,c
_115107_,_115107_,c
_114356_,_114356_,c
_117215_,_117215_,c
_116967_,_116967_,c
_115478_,_115478_,c
_116595_,_116595_,c
_116884_,_116884_,c
_116560_,_116560_,c
_114660_,_114660_,c
_115514_,_115514_,c
_115433_,_115433_,c
_115758_,_115758_,c
_115555_,_115555_,c
_115432_,_115432_,c
_116561_,_116561_,c
_114355_,_114355_,c
_115230_,_115230_,c
_114429_,_114429_,c
_116719_,_116719_,c
_114984_,_114984_,c
_116477_,_116477_,c
_116799_,_116799_,c
_114657_,_114657_,c
_115477_,_115477_,c
_117008_,_117008_,c
_114428_,_114428_,c
_117133_,_117133_,c
_114700_,_114700_,c
_114864_,_114864_,c
_113511_,_113511_,c
_116476_,_116476_,c
_116637_,_116637_,c
_114901_,_114901_,c
_114658_,_114658_,c
_117132_,_117132_,c
_115065_,_115065_,c
_114659_,_114659_,c
_116842_,_116842_,c
_114825_,_114825_,c
_114863_,_114863_,c
_115800_,_115800_,c
_115675_,_115749_,b
_115675_,_115746_,b
_115675_,_115748_,b
_115675_,_115747_,b
_115675_,_115745_,b
_115675_,_115744_,b
_115675_,_115675_,c
_117007_,_117007_,c
_114944_,_114944_,c
_114943_,_114943_,c
_117090_,_117090_,c
_114618_,_114618_,c
_115026_,_115026_,c
_115186_,_115186_,c
_115025_,_115025_,c
_115352_,_115352_,c
_116281_,_116281_,c
_117049_,_117049_,c
_117252_,_117252_,c
_114578_,_114578_,c
_114743_,_114743_,c
_115351_,_115351_,c
_117048_,_117048_,c
_115513_,_115513_,c
_115892_,_115892_,c
_117169_,_117169_,c
_117089_,_117089_,c
_116323_,_116323_,c
_117214_,_117214_,c
_114742_,_114742_,c
_116322_,_116322_,c
_117251_,_117251_,c
_115476_,_115476_,c
_115311_,_115311_,c
_114782_,_114782_,c
_116966_,_116966_,c
_114780_,_114780_,c
_114781_,_114781_,c
_115395_,_115395_,c
_115833_,_115833_,c
_115891_,_115891_,c
_115310_,_115310_,c
_116678_,_116678_,c
_115106_,_115106_,c
_113510_,_113510_,c
_115594_,_115594_,c
_115475_,_115475_,c
_115148_,_115148_,c
_114900_,_114900_,c
_114699_,_114699_,c
_115149_,_115149_,c
_115394_,_115394_,c
_115267_,_115267_,c
_114824_,_114824_,c
_115512_,_115512_,c
_114461_,_114461_,c
_115350_,_115350_,c
_116924_,_116924_,c
_116516_,_116516_,c
_116760_,_116760_,c
_116841_,_116841_,c
_116759_,_116759_,c
_116923_,_116923_,c
_115716_,_115716_,c
_116515_,_116515_,c
_114313_,_114313_,c
_116321_,_116321_,c
_114460_,_114460_,c
_114300_,_114577_,b
_114300_,_115890_,b
_114300_,_115889_,b
_114300_,_115393_,b
_114300_,_114822_,b
_114300_,_114823_,b
_114300_,_116557_,b
_114300_,_116556_,b
_114300_,_116555_,b
_114300_,_114391_,b
_114300_,_116554_,b
_114300_,_114390_,b
_114300_,_116553_,b
_114300_,_117406_,c
_114300_,_114300_,c
_114577_,_114577_,c
_114779_,_114779_,c
_115064_,_115064_,c
_117047_,_117047_,c
_116677_,_116677_,c
_114617_,_114617_,c
_114312_,_114312_,c
_114942_,_114942_,c
_115105_,_115105_,c
_113509_,_113509_,c
_115757_,_115757_,c
_116394_,_116394_,c
_114739_,_114739_,c
_115799_,_115799_,c
_116883_,_116883_,c
_116594_,_115582_,b
_116594_,_115584_,b
_116594_,_116594_,c
_116559_,_116559_,c
_114741_,_114741_,c
_114740_,_114740_,c
_115674_,_115674_,c
_115024_,_115024_,c
_115431_,_115431_,c
_115309_,_115309_,c
_115890_,_115890_,c
_115349_,_115349_,c
_114298_,_116964_,b
_114298_,_116965_,b
_114298_,_116963_,b
_114298_,_115146_,b
_114298_,_116962_,b
_114298_,_116961_,b
_114298_,_115145_,b
_114298_,_116960_,d
_114298_,_117404_,c
_114298_,_114298_,c
_116964_,_116964_,c
_115888_,_115888_,c
_115798_,_115798_,c
_116558_,_116558_,c
_116514_,_116514_,c
_115889_,_115889_,c
_116280_,_116280_,c
_115185_,_115185_,c
_116320_,_116320_,c
_115430_,_115430_,c
_117131_,_117131_,c
_116636_,_116636_,c
_114354_,_114354_,c
_116475_,_116475_,c
_114899_,_114973_,b
_114899_,_114899_,c
_117130_,_117130_,c
_114353_,_114353_,c
_116474_,_116474_,c
_117046_,_117046_,c
_114983_,_114983_,c
_114616_,_114616_,c
_114502_,_114502_,c
_116965_,_116965_,c
_114941_,_114941_,c
_115554_,_115554_,c
_115393_,_115393_,c
_117006_,_117006_,c
_114427_,_114427_,c
_114426_,_114426_,c
_115392_,_115392_,c
_114501_,_114501_,c
_115063_,_115137_,b
_115063_,_115136_,b
_115063_,_115133_,b
_115063_,_115131_,b
_115063_,_115129_,b
_115063_,_115127_,b
_115063_,_115063_,c
_115266_,_115266_,c
_115391_,_115391_,c
_114738_,_114738_,c
_116473_,_116473_,c
_114862_,_114862_,c
_115308_,_115308_,c
_115228_,_115228_,c
_115553_,_115553_,c
_115023_,_115023_,c
_117005_,_117005_,c
_115184_,_115184_,c
_116593_,_116593_,c
_114898_,_114898_,c
_115887_,_115887_,c
_115229_,_115229_,c
_116513_,_116513_,c
_114656_,_114729_,b
_114656_,_114726_,b
_114656_,_114728_,b
_114656_,_114725_,b
_114656_,_114724_,b
_114656_,_114656_,c
_116279_,_116279_,c
_116840_,_116840_,c
_114425_,_114425_,c
_117129_,_117129_,c
_117168_,_117242_,b
_117168_,_117168_,c
_117088_,_117088_,c
_115062_,_115062_,c
_114822_,_114822_,c
_114823_,_114823_,c
_115227_,_115227_,c
_115390_,_115390_,c
_116472_,_116472_,c
_115633_,_115633_,c
_116635_,_116635_,c
_114576_,_114576_,c
_114698_,_114698_,c
_114393_,_114393_,c
_116718_,_116718_,c
_116393_,_116393_,c
_114352_,_114352_,c
_115511_,_115511_,c
_117087_,_117087_,c
_114982_,_114982_,c
_117167_,_117167_,c
_116634_,_116634_,c
_117128_,_117128_,c
_116557_,_116557_,c
_117250_,_116665_,b
_117250_,_116667_,b
_117250_,_117250_,c
_114424_,_114424_,c
_115797_,_115797_,c
_114311_,_114311_,c
_115832_,_115832_,c
_115147_,_115147_,c
_115474_,_115474_,c
_115473_,_115473_,c
_116556_,_116556_,c
_114500_,_114500_,c
_115673_,_115673_,c
_117211_,_117211_,c
_114575_,_114575_,c
_115510_,_115510_,c
_114821_,_114821_,c
_114697_,_114697_,c
_114459_,_114459_,c
_115265_,_115265_,c
_116592_,_116592_,c
_117213_,_117213_,c
_114351_,_114351_,c
_117212_,_117212_,c
_117045_,_117119_,b
_117045_,_117118_,b
_117045_,_117115_,b
_117045_,_117116_,b
_117045_,_117114_,b
_117045_,_117045_,c
_114778_,_114852_,b
_114778_,_114851_,b
_114778_,_114849_,b
_114778_,_114778_,c
_116758_,_116758_,c
_114310_,_114310_,c
_115226_,_115226_,c
_115429_,_115503_,b
_115429_,_115429_,c
_115831_,_115831_,c
_115472_,_115472_,c
_114940_,_114940_,c
_116555_,_116555_,c
_115593_,_115667_,b
_115593_,_115664_,b
_115593_,_115666_,b
_115593_,_115593_,c
_114861_,_114861_,c
_114499_,_114499_,c
_114897_,_114897_,c
_117249_,_117249_,c
_115551_,_115551_,c
_113508_,_116996_,b
_113508_,_116995_,b
_113508_,_113508_,c
_115552_,_115626_,b
_115552_,_115623_,b
_115552_,_115625_,b
_115552_,_115552_,c
_117210_,_117210_,c
_115348_,_115422_,b
_115348_,_115419_,b
_115348_,_115421_,b
_115348_,_115348_,c
_116278_,_116278_,c
_116676_,_116676_,c
_115183_,_115183_,c
_114777_,_114777_,c
_114392_,_114392_,c
_114820_,_114820_,c
_116922_,_116922_,c
_115104_,_115104_,c
_114615_,_114689_,b
_114615_,_114686_,b
_114615_,_114688_,b
_114615_,_114615_,c
_117044_,_117044_,c
_115022_,_115096_,b
_115022_,_115095_,b
_115022_,_115093_,b
_115022_,_115022_,c
_115061_,_115061_,c
_114391_,_114391_,c
_116392_,_116392_,c
_114939_,_114939_,c
_116554_,_116554_,c
_114574_,_114574_,c
_116319_,_116427_,b
_116319_,_116424_,b
_116319_,_116426_,b
_116319_,_116319_,c
_116675_,_116675_,c
_115471_,_115471_,c
_113507_,_113507_,c
_115347_,_115347_,c
_116277_,_116277_,c
_114458_,_114458_,c
_117166_,_117166_,c
_115103_,_115103_,c
_116633_,_116633_,c
_114614_,_114614_,c
_115672_,_115672_,c
_116717_,_116717_,c
_115307_,_115381_,b
_115307_,_115380_,b
_115307_,_115377_,b
_115307_,_115376_,b
_115307_,_115375_,b
_115307_,_115307_,c
_116963_,_117037_,b
_116963_,_116963_,c
_117085_,_117085_,c
_114655_,_114655_,c
_114737_,_114811_,b
_114737_,_114810_,b
_114737_,_114737_,c
_116798_,_116798_,c
_116318_,_116318_,c
_115592_,_115592_,c
_115830_,_115830_,c
_117086_,_117160_,b
_117086_,_117086_,c
_117004_,_117078_,b
_117004_,_117004_,c
_115509_,_115509_,c
_115021_,_115021_,c
_115225_,_115225_,c
_115886_,_116311_,b
_115886_,_116310_,b
_115886_,_116308_,b
_115886_,_115886_,c
_114696_,_114770_,b
_114696_,_114696_,c
_116512_,_116512_,c
_117127_,_117201_,b
_117127_,_117127_,c
_117248_,_117248_,c
_116716_,_116716_,c
_115146_,_115146_,c
_115632_,_115632_,c
_115306_,_115306_,c
_114736_,_114736_,c
_115796_,_115796_,c
_116471_,_116471_,c
_114981_,_115055_,b
_114981_,_115052_,b
_114981_,_115054_,b
_114981_,_114981_,c
_115389_,_115462_,b
_115389_,_115459_,b
_115389_,_115461_,b
_115389_,_115456_,b
_115389_,_115455_,b
_115389_,_115454_,b
_115389_,_115452_,b
_115389_,_115389_,c
_115715_,_115715_,c
_115885_,_115885_,c
_116511_,_116511_,c
_114695_,_114695_,c
_117126_,_117126_,c
_116962_,_116962_,c
_114423_,_114490_,b
_114423_,_114489_,b
_114423_,_114487_,b
_114423_,_114423_,c
_116470_,_116470_,c
_114980_,_114980_,c
_117043_,_117043_,c
_115591_,_115591_,c
_114573_,_114573_,c
_115388_,_115388_,c
_116632_,_116632_,c
_116674_,_116674_,c
_114938_,_114938_,c
_114309_,_114309_,c
_114350_,_114415_,b
_114350_,_114414_,b
_114350_,_114350_,c
_116276_,_116276_,c
_116882_,_116882_,c
_115829_,_115829_,c
_116797_,_116797_,c
_114422_,_114422_,c
_114390_,_114390_,c
_116591_,_116591_,c
_115550_,_115550_,c
_114498_,_114556_,b
_114498_,_114555_,b
_114498_,_114498_,c
_114896_,_114896_,c
_114776_,_114776_,c
_114860_,_114860_,c
_117165_,_117165_,c
_115182_,_115182_,c
_115346_,_115346_,c
_114349_,_114349_,c
_116317_,_116317_,c
_115756_,_115756_,c
_115264_,_115340_,b
_115264_,_115337_,b
_115264_,_115339_,b
_115264_,_115264_,c
_114308_,_114308_,c
_114457_,_114531_,b
_114457_,_114528_,b
_114457_,_114530_,b
_114457_,_114457_,c
_114819_,_114893_,b
_114819_,_114892_,b
_114819_,_114819_,c
_115508_,_115508_,c
_116553_,_116553_,c
_116391_,_116391_,c
_115102_,_115102_,c
_115020_,_115020_,c
_114497_,_114497_,c
_117209_,_117283_,b
_117209_,_117280_,b
_117209_,_117282_,b
_117209_,_117281_,b
_117209_,_117273_,b
_117209_,_117209_,c
_114613_,_114613_,c
_115305_,_115305_,c
_116715_,_116715_,c
_114859_,_114859_,c
_114456_,_114456_,c
_114389_,_114389_,c
_113506_,_113506_,c
_114818_,_114818_,c
_115060_,_115060_,c
_114654_,_114654_,c
_115714_,_115714_,c
_115470_,_115544_,b
_115470_,_115541_,b
_115470_,_115543_,b
_115470_,_115470_,c
_114735_,_114735_,c
_117208_,_117208_,c
_116673_,_116673_,c
_114694_,_114694_,c
_116757_,_116757_,c
_115755_,_115755_,c
_116961_,_116961_,c
_115145_,_115218_,b
_115145_,_115217_,b
_115145_,_115215_,b
_115145_,_115145_,c
_115549_,_115549_,c
_117125_,_117125_,c
_117084_,_117084_,c
_116839_,_116839_,c
_116275_,_116275_,c
_115469_,_115469_,c
_114979_,_114979_,c
_116469_,_116469_,c
_115345_,_115345_,c
_116881_,_116881_,c
_115884_,_115884_,c
_114775_,_114775_,c
_115631_,_115631_,c
_117247_,_117247_,c
_116921_,_116921_,c
_116510_,_116510_,c
_116756_,_116756_,c
_115224_,_115299_,b
_115224_,_115296_,b
_115224_,_115298_,b
_115224_,_115224_,c
_115101_,_115101_,c
_117042_,_117042_,c
_115304_,_115304_,c
_114858_,_114858_,c
_114421_,_114421_,c
_115263_,_115263_,c
_115019_,_115019_,c
_114307_,_114307_,c
_116316_,_116316_,c
_116552_,_116552_,c
_114348_,_114348_,c
_115428_,_115428_,c
_113505_,_113505_,c
_114734_,_114734_,c
_116714_,_116714_,c
_115387_,_115387_,c
_116838_,_116838_,c
_114496_,_114496_,c
_115795_,_115795_,c
_116960_,_116960_,c
_115590_,_115590_,c
_114612_,_114612_,c
_114388_,_114388_,c
_114653_,_114653_,c
_114937_,_114937_,c
_116796_,_116796_,c
_114693_,_114693_,c
_114817_,_114817_,c
_115671_,_115671_,c
_114455_,_114455_,c
_115883_,_115883_,c
_117207_,_117207_,c
_117003_,_117003_,c
_117124_,_117124_,c
_114895_,_114895_,c
_116880_,_116880_,c
_114978_,_114978_,c
_116509_,_116509_,c
_115828_,_115256_,b
_115828_,_115258_,b
_115828_,_115828_,c
_115144_,_115144_,c
_114572_,_114572_,c
_115754_,_115754_,c
_116390_,_116390_,c
_115427_,_115427_,c
_116920_,_116920_,c
_115223_,_115223_,c
_116590_,_116590_,c
_115468_,_115468_,c
_116468_,_116468_,c
_115630_,_115630_,c
_114420_,_114420_,c
_114387_,_114387_,c
_117083_,_117083_,c
_116551_,_116551_,c
_115386_,_115386_,c
_117002_,_117002_,c
_117164_,_117164_,c
_114347_,_114347_,c
_114495_,_114495_,c
_114306_,_114306_,c
_115589_,_115589_,c
_115143_,_115143_,c
_115181_,_115181_,c
_117246_,_117246_,c
_115713_,_115713_,c
_115794_,_115794_,c
_117206_,_117206_,c
_115548_,_115548_,c
_114571_,_114571_,c
_114857_,_114857_,c
_115059_,_115059_,c
_115827_,_115827_,c
_115753_,_115753_,c
_116879_,_116879_,c
_114454_,_114454_,c
_115507_,_115507_,c
_114816_,_114816_,c
_116274_,_116274_,c
_115467_,_115467_,c
_116837_,_116837_,c
_115588_,_115588_,c
_116550_,_116550_,c
_115303_,_115303_,c
_116919_,_116919_,c
_115344_,_115344_,c
_115018_,_115018_,c
_115712_,_115712_,c
_114774_,_114774_,c
_113504_,_113504_,c
_114611_,_114611_,c
_116755_,_116755_,c
_114291_,_114670_,b
_114291_,_117141_,b
_114291_,_116333_,b
_114291_,_116977_,b
_114291_,_114672_,b
_114291_,_117143_,b
_114291_,_114674_,b
_114291_,_116985_,b
_114291_,_116987_,b
_114291_,_116989_,b
_114291_,_116335_,b
_114291_,_116979_,b
_114291_,_116337_,b
_114291_,_116981_,b
_114291_,_115803_,b
_114291_,_115566_,b
_114291_,_115900_,b
_114291_,_115568_,b
_114291_,_115805_,b
_114291_,_115570_,b
_114291_,_115574_,b
_114291_,_115578_,b
_114291_,_115807_,b
_114291_,_117145_,b
_114291_,_115580_,b
_114291_,_115576_,b
_114291_,_116991_,b
_114291_,_116984_,b
_114291_,_114673_,b
_114291_,_114675_,b
_114291_,_116982_,b
_114291_,_116986_,b
_114291_,_116988_,b
_114291_,_114671_,b
_114291_,_116990_,b
_114291_,_116336_,b
_114291_,_116338_,b
_114291_,_116980_,b
_114291_,_115573_,b
_114291_,_116334_,b
_114291_,_116978_,b
_114291_,_115569_,b
_114291_,_115571_,b
_114291_,_115806_,b
_114291_,_115808_,b
_114291_,_117144_,b
_114291_,_117146_,b
_114291_,_115575_,b
_114291_,_115577_,b
_114291_,_115579_,b
_114291_,_115581_,b
_114291_,_115567_,b
_114291_,_115901_,b
_114291_,_117142_,b
_114291_,_116992_,b
_114291_,_115585_,c
_114291_,_116668_,c
_114291_,_115259_,c
_114291_,_115583_,b
_114291_,_115482_,b
_114291_,_115898_,b
_114291_,_115572_,b
_114291_,_116983_,b
_114291_,_115565_,b
_114291_,_115899_,b
_114291_,_115483_,b
_114291_,_116332_,b
_114291_,_116976_,b
_114291_,_114669_,b
_114291_,_117140_,b
_114291_,_115564_,b
_114291_,_114668_,b
_114291_,_117139_,b
_114291_,_116331_,b
_114291_,_116975_,b
_114291_,_114999_,d
_114291_,_115003_,d
_114291_,_115005_,d
_114291_,_116649_,b
_114291_,_115902_,b
_114291_,_116651_,b
_114291_,_116653_,b
_114291_,_115742_,b
