startpoint,endpoint,type
_114692_,_114692_,c
_115572_,_115572_,d
_116983_,_116983_,d
_115565_,_115565_,d
_115899_,_115899_,d
_115483_,_115483_,d
_116332_,_116332_,d
_116976_,_116976_,d
_114669_,_114669_,d
_117140_,_117140_,d
_115564_,_115564_,d
_114668_,_114668_,d
_117139_,_117159_,d
_117139_,_117157_,d
_117139_,_117139_,d
_116331_,_116331_,d
_116975_,_116975_,d
_115222_,_115222_,c
_115670_,_115670_,c
_114856_,_114856_,c
_116754_,_116754_,c
_116508_,_116508_,c
_117082_,_117082_,c
_117123_,_117123_,c
_117041_,_117041_,c
_115425_,_115425_,c
_115752_,_115752_,c
_114999_,_114999_,d
_115003_,_115003_,d
_115005_,_115005_,d
_116649_,_116649_,d
_115902_,_115902_,d
_116651_,_116651_,d
_116653_,_116653_,d
_115742_,_115742_,d
_115738_,_115738_,d
_115740_,_115740_,d
_115904_,_115904_,d
_115976_,_115976_,d
_116657_,_116657_,d
_116659_,_116659_,d
_116661_,_116661_,d
_116663_,_116663_,d
_115007_,_115007_,d
_115000_,_115000_,d
_115004_,_115004_,d
_115006_,_115006_,d
_115737_,_115737_,d
_115932_,_115932_,d
_115954_,_115954_,d
_116656_,_116656_,d
_115910_,_115910_,d
_115903_,_115903_,d
_116652_,_116652_,d
_116654_,_116654_,d
_115804_,_115804_,d
_115739_,_115739_,d
_115741_,_115741_,d
_115743_,_115743_,d
_115002_,_115002_,d
_116650_,_116650_,d
_115905_,_115905_,d
_115987_,_115987_,d
_115008_,_115008_,d
_116658_,_116658_,d
_116660_,_116660_,d
_116662_,_116662_,d
_116664_,_116664_,d
_115907_,_115907_,d
_115921_,_115921_,d
_115943_,_115943_,d
_115965_,_115965_,d
_115385_,_115385_,c
_114833_,_114833_,d
_115403_,_115403_,d
_115607_,_115607_,d
_115405_,_115405_,d
_114835_,_114835_,d
_114837_,_114837_,d
_115407_,_115407_,d
_115413_,_115413_,d
_115417_,_115417_,d
_115411_,_115411_,d
_115415_,_115415_,d
_115615_,_115615_,d
_115617_,_115617_,d
_115619_,_115619_,d
_115621_,_115621_,d
_116341_,_116341_,d
_116343_,_116343_,d
_116345_,_116345_,d
_115254_,_115254_,d
_114678_,_114678_,d
_115252_,_115252_,d
_115609_,_115609_,d
_115611_,_115611_,d
_116347_,_116347_,d
_115410_,_115410_,d
_115614_,_115614_,d
_116340_,_116340_,d
_114677_,_114677_,d
_114838_,_114838_,d
_115406_,_115406_,d
_115408_,_115408_,d
_114836_,_114836_,d
_116344_,_116344_,d
_115412_,_115412_,d
_115414_,_115414_,d
_115416_,_115416_,d
_115418_,_115418_,d
_115616_,_115616_,d
_115618_,_115618_,d
_115620_,_115620_,d
_116346_,_116346_,d
_115404_,_115404_,d
_114834_,_114834_,d
_115255_,_115255_,d
_115610_,_115610_,d
_115612_,_115612_,d
_116342_,_116342_,d
_115622_,_115622_,d
_115608_,_115608_,d
_114679_,_114679_,d
_116348_,_116348_,d
_115251_,_115251_,d
_115253_,_115253_,d
_115771_,_115771_,d
_115773_,_115773_,d
_115048_,_115048_,d
_114843_,_114843_,d
_115040_,_115040_,d
_115775_,_115775_,d
_115779_,_115779_,d
_115781_,_115781_,d
_115783_,_115783_,d
_115044_,_115044_,d
_115046_,_115046_,d
_115050_,_115050_,d
_115785_,_115785_,d
_116780_,_116780_,d
_116782_,_116782_,d
_116784_,_116784_,d
_116786_,_116786_,d
_115774_,_115774_,d
_115778_,_115778_,d
_115772_,_115772_,d
_115041_,_115041_,d
_115776_,_115776_,d
_116779_,_116779_,d
_115043_,_115043_,d
_114844_,_114844_,d
_115049_,_115049_,d
_115051_,_115051_,d
_115782_,_115782_,d
_115786_,_115786_,d
_115784_,_115784_,d
_115780_,_115780_,d
_116783_,_116783_,d
_116785_,_116785_,d
_115045_,_115045_,d
_115047_,_115047_,d
_116787_,_116787_,d
_116781_,_116781_,d
_116031_,_116031_,b
_116467_,_116467_,c
_114419_,_114419_,c
_114346_,_114346_,c
_116994_,_116994_,d
_116009_,_116009_,d
_117035_,_117035_,d
_115261_,_115261_,c
_116666_,_116666_,d
_115180_,_115180_,c
_116350_,_116350_,d
_114305_,_114305_,c
_116918_,_116918_,c
_114977_,_114977_,c
_115506_,_115506_,c
_114561_,_116060_,b
_114561_,_116052_,b
_114561_,_116056_,b
_114561_,_116057_,b
_114561_,_116059_,b
_114561_,_116033_,b
_114561_,_116055_,b
_114561_,_116075_,b
_114561_,_116222_,b
_114561_,_116225_,b
_114561_,_116064_,b
_114561_,_116062_,b
_114561_,_116037_,b
_114561_,_116038_,b
_114561_,_116072_,b
_114561_,_116073_,b
_114561_,_116074_,b
_114561_,_116082_,b
_114561_,_116083_,b
_114561_,_116084_,b
_114561_,_116089_,b
_114561_,_116027_,b
_114561_,_116230_,b
_114561_,_116135_,b
_114561_,_116137_,b
_114561_,_116238_,b
_114561_,_116239_,b
_114561_,_116022_,b
_114561_,_116178_,b
_114561_,_115955_,b
_114561_,_116139_,b
_114561_,_116141_,b
_114561_,_116168_,b
_114561_,_116240_,b
_114561_,_116241_,b
_114561_,_115960_,b
_114561_,_115963_,b
_114561_,_115966_,b
_114561_,_115969_,b
_114561_,_116140_,b
_114561_,_116169_,b
_114561_,_116187_,b
_114561_,_115926_,b
_114561_,_116013_,b
_114561_,_116177_,b
_114561_,_116226_,b
_114561_,_116126_,b
_114561_,_116229_,b
_114561_,_116180_,b
_114561_,_116118_,b
_114561_,_116188_,b
_114561_,_116250_,b
_114561_,_115930_,b
_114561_,_116063_,b
_114561_,_116069_,b
_114561_,_116071_,b
_114561_,_116210_,b
_114561_,_116211_,b
_114561_,_116216_,b
_114561_,_116218_,b
_114561_,_116219_,b
_114561_,_116185_,b
_114561_,_116249_,b
_114561_,_116018_,b
_114561_,_115924_,b
_114561_,_115925_,b
_114561_,_116113_,b
_114561_,_116023_,b
_114561_,_116247_,b
_114561_,_116248_,b
_114561_,_115935_,b
_114561_,_115934_,b
_114561_,_116115_,b
_114561_,_116116_,b
_114561_,_115964_,b
_114561_,_116124_,b
_114561_,_116227_,b
_114561_,_115927_,b
_114561_,_116122_,b
_114561_,_116024_,b
_114561_,_116127_,b
_114561_,_115929_,b
_114561_,_116096_,b
_114561_,_116094_,b
_114561_,_116195_,b
_114561_,_116098_,b
_114561_,_115994_,b
_114561_,_116196_,b
_114561_,_116081_,b
_114561_,_116111_,b
_114561_,_116198_,b
_114561_,_116190_,b
_114561_,_116109_,b
_114561_,_116173_,b
_114561_,_116234_,b
_114561_,_116131_,b
_114561_,_116244_,b
_114561_,_115993_,b
_114561_,_115984_,b
_114561_,_115995_,b
_114561_,_115990_,b
_114561_,_116132_,b
_114561_,_115940_,b
_114561_,_115952_,b
_114561_,_115999_,b
_114561_,_116053_,b
_114561_,_115959_,b
_114561_,_116061_,b
_114561_,_116086_,b
_114561_,_116128_,b
_114561_,_116204_,b
_114561_,_116088_,b
_114561_,_116197_,b
_114561_,_115989_,b
_114561_,_116199_,b
_114561_,_116117_,b
_114561_,_115991_,b
_114561_,_116085_,b
_114561_,_115996_,b
_114561_,_115988_,b
_114561_,_116224_,b
_114561_,_116202_,b
_114561_,_116206_,b
_114561_,_116035_,b
_114561_,_115985_,b
_114561_,_116136_,b
_114561_,_115981_,b
_114561_,_115973_,b
_114561_,_116007_,b
_114561_,_116034_,b
_114561_,_116042_,b
_114561_,_116181_,b
_114561_,_116100_,b
_114561_,_115931_,b
_114561_,_115986_,b
_114561_,_116138_,b
_114561_,_116097_,b
_114561_,_115997_,b
_114561_,_116237_,b
_114561_,_115992_,b
_114561_,_114449_,b
_114561_,_116121_,b
_114561_,_115938_,b
_114561_,_116232_,b
_114561_,_116145_,b
_114561_,_116148_,b
_114561_,_116149_,b
_114561_,_116159_,b
_114561_,_116161_,b
_114561_,_116236_,b
_114561_,_116095_,b
_114561_,_116014_,b
_114561_,_115948_,b
_114561_,_116107_,b
_114561_,_116103_,b
_114561_,_116243_,b
_114561_,_116170_,b
_114561_,_116205_,b
_114561_,_116016_,b
_114561_,_116182_,b
_114561_,_116200_,b
_114561_,_116041_,b
_114561_,_116214_,b
_114561_,_116077_,b
_114561_,_116215_,b
_114561_,_116217_,b
_114561_,_116047_,b
_114561_,_116090_,b
_114561_,_116043_,b
_114561_,_116221_,b
_114561_,_116040_,b
_114561_,_116223_,b
_114561_,_116183_,b
_114561_,_116076_,b
_114561_,_116099_,b
_114561_,_116123_,b
_114561_,_115923_,b
_114561_,_116125_,b
_114561_,_116133_,b
_114561_,_116019_,b
_114561_,_116245_,b
_114561_,_116242_,b
_114561_,_116175_,b
_114561_,_115983_,b
_114561_,_116029_,b
_114561_,_116070_,b
_114561_,_115949_,b
_114561_,_116203_,b
_114561_,_116087_,b
_114561_,_116046_,b
_114561_,_116044_,b
_114561_,_116209_,b
_114561_,_116045_,b
_114561_,_115967_,b
_114561_,_116066_,b
_114561_,_115944_,b
_114561_,_116010_,b
_114561_,_115947_,b
_114561_,_116112_,b
_114561_,_115939_,b
_114561_,_116104_,b
_114561_,_116129_,b
_114561_,_116025_,b
_114561_,_116264_,b
_114561_,_116026_,b
_114561_,_115945_,b
_114561_,_115953_,b
_114561_,_116231_,b
_114561_,_116015_,b
_114561_,_116068_,b
_114561_,_116036_,b
_114561_,_116212_,b
_114561_,_116058_,b
_114561_,_116266_,b
_114561_,_116166_,b
_114561_,_116165_,b
_114561_,_115958_,b
_114561_,_116021_,b
_114561_,_116102_,b
_114561_,_116201_,b
_114561_,_116192_,b
_114561_,_116106_,b
_114561_,_116152_,b
_114561_,_115982_,b
_114561_,_116092_,b
_114561_,_116067_,b
_114561_,_116155_,b
_114561_,_115977_,b
_114561_,_116267_,b
_114561_,_115917_,b
_114561_,_115979_,b
_114561_,_115972_,b
_114561_,_116157_,b
_114561_,_115970_,b
_114561_,_115980_,b
_114561_,_115956_,b
_114561_,_115911_,b
_114561_,_116265_,b
_114561_,_116154_,b
_114561_,_115974_,b
_114561_,_115975_,b
_114561_,_116143_,b
_114561_,_115933_,b
_114561_,_116235_,b
_114561_,_116156_,b
_114561_,_115936_,b
_114561_,_116186_,b
_114561_,_115968_,b
_114561_,_115961_,b
_114561_,_116158_,b
_114561_,_115962_,b
_114561_,_115922_,b
_114561_,_115912_,b
_114561_,_116091_,b
_114561_,_115915_,b
_114561_,_116146_,b
_114561_,_116151_,b
_114561_,_116144_,b
_114561_,_116160_,b
_114561_,_115918_,b
_114561_,_117700_,b
_114561_,_116142_,b
_114561_,_116163_,b
_114561_,_116164_,b
_114561_,_116162_,b
_114561_,_116268_,c
_114561_,_116254_,c
_114561_,_116257_,c
_114561_,_116258_,c
_114561_,_116270_,c
_114561_,_116028_,b
_114561_,_114557_,d
_114561_,_116147_,b
_114561_,_116263_,b
_114561_,_116261_,c
_114561_,_114561_,b
_114561_,_114559_,d
_114561_,_114558_,d
_114561_,_116251_,b
_114561_,_114560_,c
_114561_,_116260_,b
_114561_,_116253_,b
_114561_,_116255_,b
_114561_,_116256_,b
_114561_,_116262_,b
_114561_,_116259_,b
_114561_,_114562_,b
_114561_,_116269_,c
_114561_,_116252_,c
_114561_,_114292_,c
_116060_,_116060_,c
_116052_,_116052_,c
_115257_,_115257_,d
_115624_,_115624_,d
_116056_,_116056_,c
_116057_,_116057_,c
_116059_,_116059_,c
_116033_,_116033_,c
_116055_,_116055_,c
_116075_,_116075_,c
_116222_,_116222_,c
_116225_,_116225_,c
_116029_,_115142_,b
_116029_,_115139_,c
_116029_,_116029_,c
_115142_,_115142_,c
_114932_,_114932_,b
_114607_,_114607_,b
_115053_,_115053_,d
_115420_,_115420_,d
_117163_,_117163_,c
_116795_,_116795_,c
_117245_,_117245_,c
_116959_,_116959_,c
_116835_,_116835_,c
_117205_,_117205_,c
_115882_,_115882_,c
_115001_,_115001_,d
_115736_,_115736_,d
_116655_,_116655_,d
_116648_,_116648_,d
_115906_,_115906_,d
_116647_,_116647_,d
_114676_,_114676_,d
_116339_,_116339_,d
_115409_,_115409_,d
_114832_,_114832_,d
_115402_,_115402_,d
_115613_,_115613_,d
_114831_,_114831_,d
_115401_,_115401_,d
_115629_,_115629_,c
_115042_,_115042_,d
_116778_,_116778_,d
_115606_,_115606_,d
_115770_,_115770_,d
_115777_,_115777_,d
_115605_,_115605_,d
_115769_,_115769_,d
_114494_,_114494_,c
_113493_,_117437_,b
_113493_,_117436_,b
_113493_,_117435_,b
_113493_,_117438_,b
_113493_,_117434_,b
_113493_,_117720_,c
_113493_,_113493_,c
_117437_,_117437_,c
_117437_,_117453_,c
_117816_,_117569_,b
_117816_,_117568_,b
_117816_,_117570_,b
_117816_,_117567_,b
_117816_,_117566_,b
_117816_,_117736_,c
_117816_,_117816_,c
_117569_,_117569_,c
_117569_,_117508_,c
_117755_,_117487_,b
_117755_,_117486_,b
_117755_,_117488_,b
_117755_,_117485_,b
_117755_,_117484_,b
_117755_,_113493_,c
_117755_,_117755_,c
_117487_,_117487_,c
_117487_,_117438_,c
_117720_,_117452_,b
_117720_,_117451_,b
_117720_,_117453_,b
_117720_,_117450_,b
_117720_,_117449_,b
_117720_,_117305_,c
_117720_,_117720_,c
_117452_,_117452_,c
_117452_,_117421_,c
_117787_,_117526_,b
_117787_,_117525_,b
_117787_,_117527_,b
_117787_,_117524_,b
_117787_,_117523_,b
_117787_,_117702_,c
_117787_,_117787_,c
_117526_,_117526_,c
_117526_,_117471_,c
_117736_,_117507_,b
_117736_,_117506_,b
_117736_,_117508_,b
_117736_,_117505_,b
_117736_,_117504_,b
_117736_,_117787_,c
_117736_,_117736_,c
_117507_,_117507_,c
_117507_,_117527_,c
_116441_,_117548_,b
_116441_,_117547_,b
_116441_,_117549_,b
_116441_,_117546_,b
_116441_,_117545_,b
_116441_,_117816_,c
_116441_,_116441_,c
_117548_,_117548_,c
_117548_,_117570_,c
_117305_,_117420_,b
_117305_,_117419_,b
_117305_,_117421_,b
_117305_,_117418_,b
_117305_,_117417_,b
_117305_,_117833_,c
_117305_,_117305_,c
_117420_,_117420_,c
_117702_,_117470_,b
_117702_,_117469_,b
_117702_,_117471_,b
_117702_,_117468_,b
_117702_,_117467_,b
_117702_,_117755_,c
_117702_,_117702_,c
_117470_,_117470_,c
_117470_,_117488_,c
_117000_,_117000_,c
_117649_,_115877_,b
_117649_,_115876_,b
_117649_,_115878_,b
_117649_,_115875_,b
_117649_,_115874_,b
_117649_,_116441_,c
_117649_,_117649_,c
_115877_,_115877_,c
_115877_,_117549_,c
_114323_,_114323_,d
_116571_,_116571_,d
_116579_,_116579_,d
_114471_,_114471_,d
_114537_,_114537_,d
_116772_,_116772_,d
_115036_,_115036_,d
_114325_,_114325_,d
_116575_,_116575_,d
_116577_,_116577_,d
_114473_,_114473_,d
_114539_,_114539_,d
_116774_,_116774_,d
_115038_,_115038_,d
_114475_,_114475_,d
_116776_,_116776_,d
_114327_,_114327_,d
_114331_,_114331_,d
_114845_,_114845_,d
_114682_,_114682_,d
_114684_,_114684_,d
_114841_,_114841_,d
_114680_,_114680_,d
_116574_,_116574_,d
_116572_,_116572_,d
_114330_,_114330_,d
_116578_,_116578_,d
_114326_,_114326_,d
_114328_,_114328_,d
_114474_,_114474_,d
_114476_,_114476_,d
_116775_,_116775_,d
_115039_,_115039_,d
_116777_,_116777_,d
_114840_,_114840_,d
_116580_,_116580_,d
_116576_,_116576_,d
_114332_,_114332_,d
_114842_,_114842_,d
_114472_,_114472_,d
_114538_,_114538_,d
_116773_,_116773_,d
_114324_,_114324_,d
_115037_,_115037_,d
_114846_,_114846_,d
_114681_,_114681_,d
_114683_,_114683_,d
_114685_,_114685_,d
_115077_,_115077_,d
_117018_,_117018_,d
_115079_,_115079_,d
_117020_,_117020_,d
_115081_,_115081_,d
_115009_,_115009_,d
_115087_,_115087_,d
_114995_,_114995_,d
_115089_,_115089_,d
_117022_,_117022_,d
_115085_,_115085_,d
_117026_,_117026_,d
_114997_,_114997_,d
_117032_,_117032_,d
_115813_,_115813_,d
_115815_,_115815_,d
_117028_,_117028_,d
_117030_,_117030_,d
_117025_,_117025_,d
_115082_,_115082_,d
_117021_,_117021_,d
_115084_,_115084_,d
_115078_,_115078_,d
_115010_,_115010_,d
_117019_,_117019_,d
_117027_,_117027_,d
_117029_,_117029_,d
_117031_,_117031_,d
_115088_,_115088_,d
_117023_,_117023_,d
_115086_,_115086_,d
_115090_,_115090_,d
_115092_,_115092_,d
_114998_,_114998_,d
_115812_,_115812_,d
_115814_,_115814_,d
_115816_,_115816_,d
_114996_,_114996_,d
_115811_,_115811_,d
_117033_,_117033_,d
_115810_,_115810_,d
_114913_,_114913_,d
_116813_,_116813_,d
_116821_,_116821_,d
_114592_,_114592_,d
_114915_,_114915_,d
_114917_,_114917_,d
_114925_,_114925_,d
_114927_,_114927_,d
_117233_,_117233_,d
_116820_,_116820_,d
_116492_,_116492_,d
_114588_,_114588_,d
_117223_,_117223_,d
_114920_,_114920_,d
_116818_,_116818_,d
_114591_,_114591_,d
_114593_,_114593_,d
_114590_,_114590_,d
_117225_,_117225_,d
_114916_,_114916_,d
_114918_,_114918_,d
_116816_,_116816_,d
_117227_,_117227_,d
_114596_,_114596_,d
_114598_,_114598_,d
_114600_,_114600_,d
_114921_,_114921_,d
_114923_,_114923_,d
_115331_,_115331_,d
_115333_,_115333_,d
_115335_,_115335_,d
_116493_,_116493_,d
_116497_,_116497_,d
_116499_,_116499_,d
_117231_,_117231_,d
_116495_,_116495_,d
_114924_,_114924_,d
_114601_,_114601_,d
_114926_,_114926_,d
_116822_,_116822_,d
_114928_,_114928_,d
_117232_,_117232_,d
_117234_,_117234_,d
_114914_,_114914_,d
_116814_,_116814_,d
_114595_,_114595_,d
_117230_,_117230_,d
_117226_,_117226_,d
_117228_,_117228_,d
_114599_,_114599_,d
_116496_,_116496_,d
_116498_,_116498_,d
_115332_,_115332_,d
_115334_,_115334_,d
_115336_,_115336_,d
_116500_,_116500_,d
_114589_,_114589_,d
_117224_,_117224_,d
_114597_,_114597_,d
_114922_,_114922_,d
_116494_,_116494_,d
_114453_,_114453_,c
_114633_,_114633_,d
_115492_,_115492_,d
_117196_,_117196_,d
_117073_,_117073_,d
_117067_,_117067_,d
_117069_,_117069_,d
_117071_,_117071_,d
_115484_,_115484_,d
_117059_,_117059_,d
_115242_,_115242_,d
_115486_,_115486_,d
_115488_,_115488_,d
_117149_,_117149_,d
_117151_,_117151_,d
_115244_,_115244_,d
_115250_,_115250_,d
_115248_,_115248_,d
_117066_,_117066_,d
_117061_,_117061_,d
_117063_,_117063_,d
_117153_,_117153_,d
_117155_,_117155_,d
_117072_,_117072_,d
_117074_,_117074_,d
_115493_,_115493_,d
_117068_,_117068_,d
_117070_,_117070_,d
_117197_,_117197_,d
_117148_,_117148_,d
_115491_,_115491_,d
_115487_,_115487_,d
_115489_,_115489_,d
_115243_,_115243_,d
_115485_,_115485_,d
_117060_,_117060_,d
_115247_,_115247_,d
_117152_,_117152_,d
_117154_,_117154_,d
_115245_,_115245_,d
_117150_,_117150_,d
_117062_,_117062_,d
_117064_,_117064_,d
_115249_,_115249_,d
_117156_,_117156_,d
_116671_,_116671_,c
_116064_,_116064_,c
_116062_,_116062_,c
_116037_,_116037_,c
_116038_,_116038_,c
_116072_,_116072_,c
_116073_,_116073_,c
_116074_,_116074_,c
_116082_,_116082_,c
_116083_,_116083_,c
_116084_,_116084_,c
_116089_,_116089_,c
_115699_,_115699_,d
_114968_,_114968_,d
_116864_,_116864_,d
_116866_,_116866_,d
_116868_,_116868_,d
_116862_,_116862_,d
_114962_,_114962_,d
_114964_,_114964_,d
_114966_,_114966_,d
_115696_,_115696_,d
_116861_,_116861_,d
_115700_,_115700_,d
_116865_,_116865_,d
_116867_,_116867_,d
_114963_,_114963_,d
_114965_,_114965_,d
_114967_,_114967_,d
_114969_,_114969_,d
_116869_,_116869_,d
_116863_,_116863_,d
_116549_,_116549_,c
_116789_,_116789_,d
_115788_,_115788_,d
_114342_,_114342_,b
_115221_,_115221_,c
_116707_,_116707_,d
_116309_,_116309_,d
_116748_,_116748_,d
_115012_,_115012_,d
_117117_,_117117_,d
_114687_,_114687_,d
_117076_,_117076_,d
_117436_,_117436_,c
_114935_,_114935_,c
_117525_,_117525_,c
_117568_,_117568_,c
_117451_,_117451_,c
_117486_,_117486_,c
_117158_,_117158_,d
_117199_,_117199_,d
_115099_,_115099_,c
_117506_,_117506_,c
_117547_,_117547_,c
_117419_,_117419_,c
_117469_,_117469_,c
_114557_,_116000_,b
_114557_,_116108_,b
_114557_,_115937_,b
_114557_,_116134_,b
_114557_,_116191_,b
_114557_,_116005_,b
_114557_,_115941_,b
_114557_,_115942_,b
_114557_,_115950_,b
_114557_,_116001_,b
_114557_,_116003_,b
_114557_,_116004_,b
_114557_,_116006_,b
_114557_,_116008_,b
_114557_,_116012_,b
_114557_,_116101_,b
_114557_,_116105_,b
_114557_,_116130_,b
_114557_,_116171_,b
_114557_,_116172_,b
_114557_,_116174_,b
_114557_,_116176_,b
_114557_,_116189_,b
_114557_,_116193_,b
_114557_,_116233_,b
_114557_,_116246_,b
_114557_,_116050_,b
_114557_,_116051_,b
_114557_,_116079_,b
_114557_,_116220_,b
_114557_,_116049_,b
_114557_,_116078_,b
_114557_,_116207_,b
_114557_,_116208_,b
_114557_,_116048_,b
_114557_,_116228_,b
_114557_,_116114_,b
_114557_,_116030_,b
_114557_,_116054_,b
_114557_,_116039_,b
_114557_,_116213_,b
_114557_,_115957_,b
_114557_,_116110_,b
_114557_,_116194_,b
_114557_,_115946_,b
_114557_,_116002_,b
_114557_,_115951_,b
_114557_,_116011_,b
_114557_,_116179_,b
_114557_,_116017_,b
_114557_,_116080_,b
_114557_,_115919_,b
_114557_,_116093_,b
_114557_,_115978_,b
_114557_,_116184_,b
_114557_,_115971_,b
_114557_,_116120_,b
_114557_,_116119_,b
_114557_,_116153_,b
_114557_,_115908_,b
_114557_,_115909_,b
_114557_,_115920_,b
_114557_,_116032_,b
_114557_,_116167_,b
_114557_,_115913_,b
_114557_,_115914_,b
_114557_,_114557_,d
_116000_,_116000_,c
_115711_,_115711_,c
_116108_,_116108_,c
_115937_,_115937_,c
_116134_,_116134_,c
_116191_,_116191_,c
_116005_,_116005_,c
_115941_,_115941_,c
_115942_,_115942_,c
_115950_,_115950_,c
_116001_,_116001_,c
_116003_,_116003_,c
_116004_,_116004_,c
_116006_,_116006_,c
_116008_,_116008_,c
_116012_,_116012_,c
_116101_,_116101_,c
_116105_,_116105_,c
_116130_,_116130_,c
_116171_,_116171_,c
_116172_,_116172_,c
_116174_,_116174_,c
_116176_,_116176_,c
_116189_,_116189_,c
_116193_,_116193_,c
_116233_,_116233_,c
_116246_,_116246_,c
_115876_,_115876_,c
_115706_,_115706_,d
_116502_,_116502_,d
_114605_,_114605_,d
_114930_,_114930_,d
_116871_,_116871_,d
_116912_,_116912_,d
_117240_,_117240_,d
_115338_,_115338_,d
_114971_,_114971_,d
_114570_,_114570_,c
_114586_,_114586_,d
_117221_,_117221_,d
_117435_,_117435_,c
_117488_,_117428_,b
_117488_,_117429_,b
_117488_,_117427_,d
_117488_,_117601_,c
_115302_,_115302_,c
_117549_,_117560_,b
_117549_,_117561_,b
_117549_,_117559_,d
_117549_,_114532_,c
_117421_,_117571_,c
_117471_,_117478_,b
_117471_,_117479_,b
_117471_,_117477_,d
_117471_,_117609_,c
_117438_,_117443_,b
_117438_,_117444_,b
_117438_,_117442_,d
_117438_,_117592_,c
_117527_,_117461_,b
_117527_,_117462_,b
_117527_,_117460_,d
_117527_,_117616_,c
_117570_,_117498_,b
_117570_,_117499_,b
_117570_,_117497_,d
_117570_,_114563_,c
_117453_,_117411_,b
_117453_,_117412_,b
_117453_,_117410_,d
_117453_,_117582_,c
_115878_,_117539_,b
_115878_,_117540_,b
_115878_,_117538_,d
_115878_,_116448_,c
_115878_,_115878_,c
_114329_,_114329_,d
_114839_,_114839_,d
_116573_,_116573_,d
_114322_,_114322_,d
_114470_,_114470_,d
_114536_,_114536_,d
_115035_,_115035_,d
_116771_,_116771_,d
_114321_,_114321_,d
_114469_,_114469_,d
_114535_,_114535_,d
_115034_,_115034_,d
_116770_,_116770_,d
_117524_,_117524_,c
_117567_,_117567_,c
_117485_,_117485_,c
_117450_,_117450_,c
_117508_,_117517_,b
_117508_,_117518_,b
_117508_,_117516_,d
_117508_,_117622_,c
_115083_,_115083_,d
_114994_,_114994_,d
_115809_,_115809_,d
_117024_,_117024_,d
_115076_,_115076_,d
_117017_,_117017_,d
_114993_,_114993_,d
_115075_,_115075_,d
_117016_,_117036_,d
_117016_,_117034_,d
_117016_,_117016_,d
_117505_,_117505_,c
_117546_,_117546_,c
_117418_,_117418_,c
_117468_,_117468_,c
_117119_,_117119_,d
_114490_,_114490_,d
_114594_,_114594_,d
_114919_,_114919_,d
_117229_,_117229_,d
_116491_,_116491_,d
_114587_,_114587_,d
_117222_,_117222_,d
_114912_,_114912_,d
_115017_,_115017_,c
_116812_,_116812_,d
_116819_,_116819_,d
_116811_,_116832_,c
_116811_,_116831_,d
_116811_,_116829_,d
_116811_,_116811_,d
_114911_,_114931_,c
_114911_,_114929_,d
_114911_,_114911_,d
_114815_,_114815_,c
_115669_,_115669_,c
_114894_,_114894_,c
_115246_,_115246_,d
_117147_,_117147_,d
_117065_,_117065_,d
_115490_,_115490_,d
_115875_,_115875_,c
_117162_,_117162_,c
_116311_,_116311_,d
_115667_,_115667_,d
_114689_,_114689_,d
_116427_,_116427_,d
_115544_,_115544_,d
_115096_,_115096_,d
_114973_,_114973_,d
_115422_,_115422_,d
_114531_,_114531_,d
_115381_,_115381_,d
_114415_,_114415_,d
_115055_,_115055_,d
_114556_,_114556_,d
_117283_,_117283_,d
_115749_,_115749_,d
_116996_,_116996_,d
_115626_,_115626_,d
_114811_,_114811_,d
_115179_,_115179_,c
_114770_,_114770_,d
_115137_,_115137_,d
_117242_,_117242_,d
_114852_,_114852_,d
_114729_,_114729_,d
_115340_,_115340_,d
_115462_,_115462_,d
_114893_,_114893_,d
_115299_,_115299_,d
_115218_,_115218_,d
_114386_,_114386_,c
_117078_,_117078_,d
_116860_,_116860_,d
_116588_,_116588_,c
_115695_,_115695_,d
_116388_,_116388_,c
_115260_,_115260_,c
_114302_,_114383_,c
_114302_,_114382_,d
_114302_,_114376_,d
_114302_,_114380_,d
_114302_,_114302_,c
_114383_,_114383_,d
_116273_,_116273_,c
_115911_,_115466_,b
_115911_,_115911_,c
_115466_,_115466_,c
_116792_,_116873_,c
_116792_,_116872_,d
_116792_,_114970_,d
_116792_,_114972_,d
_116792_,_116870_,d
_116792_,_116792_,c
_116873_,_116873_,d
_115343_,_115343_,c
_115826_,_115826_,c
_116753_,_116753_,c
_116670_,_116670_,c
_114773_,_114773_,c
_114629_,_114629_,d
_115240_,_115240_,d
_116567_,_116567_,d
_117190_,_117190_,d
_117192_,_117192_,d
_115091_,_115091_,d
_116306_,_116306_,d
_114631_,_114631_,d
_116569_,_116569_,d
_114637_,_114637_,d
_114639_,_114639_,d
_114641_,_114641_,d
_114643_,_114643_,d
_115494_,_115494_,d
_117194_,_117194_,d
_115817_,_115817_,d
_114763_,_114763_,d
_114765_,_114765_,d
_114761_,_114761_,d
_115173_,_115173_,d
_117189_,_117189_,d
_114636_,_114636_,d
_117193_,_117193_,d
_114632_,_114632_,d
_114634_,_114634_,d
_116570_,_116570_,d
_114610_,_114610_,c
_114640_,_114640_,d
_114642_,_114642_,d
_117195_,_117195_,d
_114644_,_114644_,d
_115495_,_115495_,d
_115818_,_115818_,d
_116307_,_116307_,d
_114630_,_114630_,d
_115241_,_115241_,d
_116568_,_116568_,d
_114638_,_114638_,d
_117191_,_117191_,d
_114762_,_114762_,d
